clean_text,has_kualitas_produk,has_harga,has_pengiriman,has_pelayanan,has_performa,has_packaging
keren tvnya bezelnya modern bening gambarnya,0,0,0,0,0,0
terimakasih packing aman airpods berfungsi dengan baik,0,0,0,1,0,1
alhamdulilllah brg produk orderan sdh diterima ssuai pesanan lengkap packing rapi responsif cepat harga miring fresh fungsi kualitas ori premium en bagus banget rekomen,1,0,1,1,1,1
alhamdulillah hpnya sdah datang bagus hpnya,1,0,0,0,1,0
barang nyampe dengan selamat alhmdllu barang nya tidak ada kerusakan apa apa packing rapih kurir baikk bangett,1,0,1,1,0,1
paket sampai dg aman alksm dulilah baik,0,0,0,1,0,1
barang sesuai,0,0,0,0,0,0
pelayanan saya sudah konfirmasi sebelum co apa orderan saya bisa di pick up sesuai waktu yg disepakati karena saya ada penerbangan dan disetujui oleh seller tapi,0,0,0,0,0,0
paketnya mendarat dngan selamat awalnya takut pesan secara online tapi alhamdulillah toko nya amanah barang ori masih tersegel dengan tapi recom banget beli di toko,0,0,1,0,0,1
good,0,0,0,0,0,0
barang yang dipesan sesuai dengan keinginan terima kasih banyak ya puas banget bisa dapetin produk yang sesuai request adminnya juga sabar banget dan baik banget peng,0,0,0,1,0,0
sangat puas sekali produk asli suport voc semoga awtet,1,0,0,0,0,0
ori bagus segel ramah resmi,1,0,0,1,1,0
alhamdulillah barang sampai dengan selamat,0,0,1,0,0,0
untuk sejauh ini baguss dan ori dapat kode pa,1,0,0,0,1,0
pas sesuai di iklan nex time order lagi biar kan bintang yang berbicara,0,0,0,0,1,0
barang segel utuh dpt bonus lumayan order tgl pagi sampe semarang tgl sore sempet ragu pakai sicepat krena sering molor berhari tapi kali ini best lah si cepat,0,0,1,0,1,0
barang sesuai pesanan berfungsi dengan baik,0,0,0,1,0,0
tokonya amanah bangett hp nya aslii orii masih d segel pula terimakasih reseller nanti klo beli lagii pastii ditoko ini lagi,1,0,0,0,1,1
barang masih di segel terdapat clear case di dalamnya prodak asli poco,1,0,0,0,0,0
barang top dan potongan harga bagus,1,0,0,0,1,0
bagus banget,1,0,0,0,1,0
bagus,1,0,0,0,1,0
bagus bangettt,1,0,0,0,1,0
makasih hp nya benar benar ori dikirim masih segel truskan amanah nya ya buat toko ini,0,0,0,0,0,1
barang sampai dengan selamat,0,0,1,0,0,0
bagus sesuai orderan thanks,1,0,0,0,1,0
produk bagus tapi pengiriman nya yg lambat dari agen expedisi nya,1,0,1,1,1,0
sesuai pesanan garansi tam ibox barang gress segel utuh mudah mudahan awet,0,0,0,0,0,0
okkdkkdidjddiidjejjdjdjdjdjdjjdjdjdjdjdjjdjdjjdjdjdjdjdjdjjdjdjdjdjdjdj,0,0,0,0,0,0
barangny aman ada garansinya terpercaya,0,0,0,0,0,1
seller responsif dan informatif pengiriman aman cepat dan dibungkus dengan tebal sehingga aman dan yg pasti unitnya bagus,1,0,1,1,1,1
ori,0,0,0,0,0,0
mendarat dengan selamat warna sesuai sudah di coba hari dan tidak ada kendala aman bagus xiaomi indonesian bdw pertama kalinya beli hp di tokped sedikit takut ka,1,0,1,1,1,1
semuanya baguss,1,0,0,0,1,0
poco f cocok buat kalian para gamers smartphone dengan budget yg tidak nyampe ke flagship cocok buat pemakaian jangka panjang harusnya kondisi performa tahun masih a,0,0,0,1,1,0
maantap tv nya bagus,1,0,0,0,1,0
barang sudah diterima dan sesuai dengan deskripsi pesanan pengiriman cepat dan packing safety barang original dan diterima dalam kondisi masih tersegel,1,0,1,0,1,0
good but ekspedisinya lumayan lambat,0,0,1,1,1,0
barang masih segel aman dan cepat pengirimannya,0,0,1,0,1,1
barang bagus,1,0,0,0,1,0
baru saya buka belum saya tes semoga aja normal yg engaa normal pengiriman nya bertele tele lambat untuk seller bintang of course klo pengiriman bintang sorry to say,0,0,1,1,1,0
jaketnya keren bahan kualitas bagus design cakep,1,0,0,0,1,0
barang ori bnib garansi resmi indo pengiriman super cepat spek sesuai harga juara,0,0,1,0,1,0
produk segel dan original seller responsif dan proses nya cepat packing aman dulu beli iphone disini juga dan masih awet sampe skrg semoga macbook nya juga recommend,1,0,1,1,1,1
barang sesuai aplikasi diskripsi real ori,0,0,0,0,0,0
barang mendarat dengan selamat semoga bisa masang sendiri,0,0,1,0,0,0
hdjjdjdjddjdjdjdj,0,0,0,0,0,0
mantapbpbpb,1,0,0,0,0,0
segel greenpeel asli ibox barang mulus,1,0,0,0,0,0
bgssssss,0,0,0,0,0,0
pengiriman cepet bngt aman safety agak ngerih sedep ya beli hp online tapi good bagus bngt sesuai dengan klaim nya hp nya cepat charging slim ringan dan ringkes pas di,1,0,1,0,1,1
tq,0,0,0,0,0,0
sangat baguss,1,0,0,0,1,0
packing rapi pengiriman cepat barang belum dibuka karena buat doorprize hadiah,0,0,1,0,1,1
pesanan sudah sampai sesuai dengan pesanan walau tidak sesuai dengan estimasi,0,0,0,1,0,0
barang bagus selamat smpe pulau seberang cepet dan beneran garansi dr ibox nya sndiri kmrn cek tidak ada blng apa apa pas beli asesoris liat imeinya aman thankyu,1,0,1,1,1,1
paket sudah terima oppo makin bagus,1,0,0,0,1,0
sesuai dengan pesanan,0,0,0,0,0,0
bnib garansi resmi packing aman dan produk sesuai pesanan terima kasih,0,0,0,0,0,1
barang cepat sampainya packing juga cukup aman untuk kinerja handphone sejauh ini bagus sih semoga awet,1,0,1,0,1,1
barang masih segel packing rapi pengiriman cepat dan aman,0,0,1,0,1,1
barang ori pengiriman cepat rekomen banget sudah kali beli disini,0,0,1,0,1,0
barang original okee banget garansi sesuai yg kita request juga,1,0,0,0,0,0
barang bagus packing aman dan rapi hanya pengiriman agak terlambat dari kurirnya setelah hampir tahun pakai pocophone f sekarang saatnya berpindah daily driver menj,1,0,1,1,1,1
akhirnya datang juga paket diterima dalam kondisi aman pengiriman cepat hanya hari sdh tiba di baubau sultra semua berfungsi dengan baik terimakasih,0,0,1,1,1,1
barang ori segel pemebelian ke x nya seller ramah terimakasih,0,0,0,1,0,0
amanah barang original dan pengiriman sat set,1,0,0,0,0,1
bagus,1,0,0,0,1,0
jamnya bagus sesuai dengan harganya bagus punya,1,0,0,0,1,0
bagus,1,0,0,0,1,0
pengiriman cepat packing rapih aman rekomendasi lah pokoknya guys no worry thanks,0,0,1,0,1,1
sengaja baru kasih penilaian bagus banget samsung seharus nya pilih yang gb nanggunng buat gb penting tidak ada iklannya,1,0,0,1,1,0
bagus,1,0,0,0,1,0
bagussssssssssssssssssssssd,1,0,0,0,1,0
bagus dapet flash sale gratis speaker bluetooth jg,1,0,0,0,1,0
siip barang bagus normal beroperasi lancar,1,0,0,0,1,0
sempat degdegan dengan barangx alhamdulillah barangx ori tokohx thebest amanah banget jgan ragu belanja di sini,0,0,0,0,0,1
pas barang sampai awalnya sempat panik karena kondisi kardus agak penyok di satu sisi tapi setelah dibuka box hape ternyata aman karena dilapisi bubble wrap yg cukup teb,0,0,0,0,0,1
mohon maaf di live kata nya di kirim yang gb yang datang gb,0,0,0,0,0,0
alhamdulillah dapat yang makasi banyak ismilee emang bikin smile beneran ini mah,0,0,0,0,0,0
kualitas bagus maaih segel rekomended sslsr,1,0,0,0,1,0
sesuai pesanan bagus,1,0,0,0,1,0
belum di buka tunggu laku,0,0,0,0,0,0
bagus terima kasih,1,0,0,0,1,0
barang aman original dan resmi masih berfungsi baik juga,1,0,0,1,0,1
pembelian kesekian tidak include kepala charger ya harus beli terpisah,0,0,0,1,0,0
poco f emang bagus dari camera performa sudah the best d banding sma iqo neo lebih sebanding it ini catatan pngiriman nya ajh agak lambat,1,1,1,1,1,0
barang sampai dengan aman cuma sayang dalam pengiriman melebihi batas waktu estimasi jadi maaf saya kasih bintang,0,0,0,0,0,1
bestt,0,0,0,0,0,0
barang masih disegel waktu diterima dan berfungsi dengan baik,0,0,0,1,0,0
cek imei serial no sama dengan box greenpeel dan ada apple warranty nya di setting trusted seller menurutku cuma bonusnya aja yang tidak ada hehe,0,0,0,1,0,0
barang original sesuai pesanan,1,0,0,0,0,0
cantik,0,0,0,0,0,0
kualitas performa sesuai dengan harga cukup nyaman dipakai sehari hari,1,0,0,0,0,1
trimakasih pamet sudah sampai dan eepungsi dengan baik hnya batre belum teerisi penuh nadi brus di cas dlu muxahn awet,0,0,0,1,0,0
green peel agak kotor ada lekukan wajar kirim ke kampung pasti dikirim barang lambat,0,0,1,1,1,0
luwar biyasa barang nya,0,0,0,0,0,0
mantab barang sesuai deskripsi pengiriman cepat recomend,0,0,1,0,1,0
lumayan bagus,1,0,0,0,1,0
niceee,0,0,0,0,0,0
alhamdulillah berfungsi semuanya dan bagusss,1,0,0,0,1,0
bagus masih segel barang baru,1,0,0,0,1,0
sangat bagus,1,0,0,0,1,0
makasih kak,0,0,0,0,0,0
sangat amanah yg mau co mangan ragu,0,0,0,0,0,1
barang masih tersegel pas sampai kemasan rapi juga dan bergaransi tapi untuk buka slot kartunya knp macet ya sampai susah dibuka dan hrs dibawa ke counter hp utk buka sl,0,0,0,0,0,1
kualitas ori mantapppp,1,0,0,0,0,0
bagus pengiriman lumayan cepat,1,0,1,0,1,0
alhmdulilah paketnya diterima dengan baik maksih xiaomi,0,0,0,1,0,0
bagus bg,1,0,0,0,1,0
bagus mudah an awet barang bagus pokoknya,1,0,0,0,1,0
barang sesuai proses cepat,0,0,1,0,1,0
barang packing ori mkasih seller,0,0,0,0,0,0
barangnya bagus ada garansi resmi amanlah belu disini,1,0,0,0,1,1
berfungsi baik pengiriman ceoat,0,0,0,1,0,0
original bagus makin lengkap original bagus makin lengkap,1,0,0,0,1,0
barang bagus pengirimannya aja yang lambat overall,1,0,1,1,1,0
josss,0,0,0,0,0,0
dapat pa a bagus,1,0,0,0,1,0
kondisi baik pengemasan juga rapi bagus deh pokoknya,1,0,0,1,1,1
seperti biasa packing mantab barang sesuai dengan spec mudahan awet,0,0,0,0,0,0
barang yg datang sesuai dan barang masih segel ada garansi resmi juga pengiriman aman,0,0,0,0,0,1
fasr proses sangat puass,0,0,0,0,0,0
barang original dan ada bonus nya charger watt packing tapi dan aman,1,0,0,0,0,1
barangnya sesuai terimaksih,0,0,0,0,0,0
barang original berfungsi semua gada kendala pemakaian baru minggu,1,0,0,0,0,0
barang diterima tersegel dan berfungsi baik setelah dicoba pengiriman juga lancar rekomendasi,0,0,0,1,1,0
siiip,0,0,0,0,0,0
a,0,0,0,0,0,0
bagus sesuai sangat memuas kan next order lagi,1,0,0,0,1,0
barang masih segel dan dikirim sesuai request admin jg cepat respond bagus,1,0,1,1,1,0
barang sudah sampai dengan kondisi baik dan tidak ada kerusakan terimakasih,1,0,0,1,0,1
bagus bett cuyyy,1,0,0,0,1,0
sudah ninggalin notes req garansi tapi dikirim tdk sesuai permintaan saran jjka yg di req tdk ada agar dikonfirmasi dulu ke customer ini beli barang lumayan mahal,0,1,0,0,0,0
pengiriman lambat kayaknya yang salah pegawainya malas saya pesan jumat antara jam tapi nggak diproses diprosesnya senin saya paham sabtu minggu libur tapi kan,0,0,1,1,1,0
sesuai pesanan,0,0,0,0,0,0
pengiriman cepat barang segel produk bagus semoga bermanfaat top banget topedia,1,0,1,0,1,0
kualitas barang original dapet garansi mantep si ya,1,0,0,0,0,0
proses cepat pengiriman cepat,0,0,1,0,1,0
hp nya keren semoga awet,0,0,0,0,0,0
alhamdulillah paket sudah datang dlm keadaan aman,0,0,0,0,0,1
good kondisi sesuai pesanan warna biru gb bisa pickup langsung di lokasi jadi aman,0,0,0,0,0,1
bagus sekali top dah semoga awet,1,0,0,0,1,0
hp dikemas dg kardus ekstra n buble wrap sehingga aman saat datang hp masih disegel dari kardusnya hp original karena belinya d official store shingga terjamin thanks opp,1,0,0,0,0,1
barang diterima dengan baik,0,0,0,1,0,0
barang berfungsi baik baru sampai lgsng di cek msh tersegel dgn rapi,0,0,0,1,0,1
barangnya bagus dan berfungsi normal sesuai deskripsi trima kasih bosku,1,0,0,0,1,0
barang diterima baik dan sesuai pesanan,0,0,0,1,0,0
maaf ka baru sempat kasih ulasan dan maaf jga gda video unboxingnya tapi sumpah ni hp asli banget sumpah amanah pake banget pokoknya tidak nyesel beli disini next or,1,0,0,1,0,1
sesuai spek dan garansi pemgiriman ceoat admin ramah semoga awet hp nya yaa,0,0,0,1,0,0
sangattt puasss thanks seleeeerrr,0,0,0,0,0,0
bagus barang ori bagus packing rapi the best,1,0,0,0,1,1
akhirnya terkirim dan lgs sampai barang ori,0,0,0,0,0,0
barang kueren pastinya original seller gercep mantaaap,1,0,0,0,0,0
alhamdulliah hp sesuai yg di harapkan good job,0,0,0,0,0,0
sampai juga dgn aman meakipun ada drama tertahan semoga awet yaahh,0,0,0,0,0,1
barang sampai dengan baik dan berfungsi dengan baik,0,0,0,1,0,0
barang sesuai pesanan packing rapih aman barang original siip,1,0,0,0,0,1
packingnya aman no gores,0,0,0,0,0,1
mantapp dapat di harga bagus jugaa,1,0,0,0,1,0
bagus,1,0,0,0,1,0
bagus barang original dapet pa,1,0,0,0,1,0
barang sampai dgn aman walaupun terlambat dan sempat ajukan komplain,0,0,1,1,1,1
barwng masih segel,0,0,0,0,0,0
paket sudah sampai lengkap sesuai yang di poto,0,0,0,0,0,0
maap telat ngasih ulasan pesanan sesuai di live nya makasih baginda,0,0,1,0,0,0
mantaappp silvernya thanks xiaomiii tidak rugi banget dah,0,0,0,1,0,0
mantapp pengiriman cepat,1,0,1,0,1,0
selalu keren produknya dan fungsional dengan harga yg spesial pelayanan dan pengirimannya termasuk cepat terimakasih,0,0,1,0,1,0
sesuai pesanan masih segel ori kondisi pasca dicek normal semua seller cepat responsif,0,0,1,1,1,0
responsif cs sangat baik pengiriman cepat dan aman barang diterima dalam kondisi segel full set warna sesuai request pokonya recomended lah next klo beli pasti kesini l,0,0,1,1,1,1
barang ori terkirim dg rapih dan aman,0,0,0,0,0,1
barang dikirim dalam keadaan segel dan bagus dan ketika dibuka hp nya benar bnib kualitas f tidak diragukan benar bagus dan bagus,1,0,0,1,1,0
barang original pengiriman dan responsif cepat,1,0,1,1,1,0
works fine but this watch lacks gps feature which is essential in its stake as smart watch for the price range of the product is totally sebanding it imo,0,1,0,0,0,0
hpnya kenceng buat ml aman banget,0,0,0,0,0,1
barang bagus banget,1,0,0,0,1,0
barang bagus dan kalo beli harus diofficial samsung nya karna terjamin original,1,0,0,0,1,0
pengiriman agak lambat barang sampai sesuai deskripsi nomor imei jg sdh dkonfirmasi via chat wa admin semoga awet,0,0,1,1,1,0
langsung dibuka dan dijual laku langsung,0,0,0,0,0,0
finally punya juga minta garansi gdn eh dikasi nya ibox not bad lah pengiriman cepet,0,0,0,0,0,0
mantappppppp,1,0,0,0,0,0
packing aman dan rapi pengiriman cepat barang sesuai gambar,0,0,1,0,1,1
bagus,1,0,0,0,1,0
matepppp puas bangett,0,0,0,0,0,0
bagus,1,0,0,0,1,0
sangat memuaskan sesuai dg pesanan,0,0,0,0,0,0
mantapp kaleee,1,0,0,0,0,0
barang datang tepat waktu packing buble wrap karton kondisi barang tanpa cacat dan berfungsi normal garansi disertakan dalam packing,1,0,1,0,0,1
bagus barangnya bagus,1,0,0,0,1,0
bagus,1,0,0,0,1,0
harga terbaik dengan fitur mumpuni di kelasnya bagus banget lah lanjutkan pocooo,1,0,0,1,1,0
barang sampai dalam keadaan bagus tapi pengiriman lamaa melebihi estimasi,1,0,1,0,1,0
barang sesuai deskripsi dan details pengiriman juga cepat,0,0,1,0,1,0
barang sesuai masih ori,0,0,0,0,0,0
pengiriman cepat,0,0,1,0,1,0
alhamdulillah sampai dengan selamat dan tidak ada lecet satupun,0,0,1,1,0,0
barang sesuai pesanan sampai dengan selamat,0,0,1,0,0,0
bagus,1,0,0,0,1,0
cukup cemas karena pilihan pengiriman tidak ada sameday atau instan terpksa pakai reguler tapi barang sampai dengan selamat kondisi mulus terimakasih,0,0,1,1,0,0
alhamdulillah sesuai pesanan yakin tidak akan mengecewa kan,0,0,0,1,0,0
bagus,1,0,0,0,1,0
puas banget awalnya ragu sih tpi bas barangynya nympe bnr sesuai harapan mksih vivo next pesan lgi,0,0,0,0,0,0
bagus,1,0,0,0,1,0
bagus sesuai pesanan,1,0,0,0,1,0
barang sudah diterima dengan selamat packaging aman kotak masih tersegel seller gercep rekomendasi seller terimakasih,0,0,1,0,0,1
rekomendasi belanja di tok ini,0,0,0,0,0,0
barang cepat sampai normal semoga lancar dan awet adek suka,0,0,1,0,1,0
bagus barang sudah sampai dengan selamat,1,0,1,0,1,0
pengiriman cepat dan sudah di tes normal terimakasih,0,0,1,0,1,0
kualitas bagus,1,0,0,0,1,0
barang masih baru dan segel kualitas sangat baik dan original battery besar pengiriman juga cepat mau beli lagi untuk istri,1,0,1,1,1,0
awalnya degn takut banget penipuan tapi alhamdulillah tokonya amanah masih segel sudah ku pakai normal semoga aja awet barangnya trimksh abang kurir tiktok tokopedia dan,0,0,0,0,0,1
puas beli hp di sini,0,0,0,0,0,0
responsif seller nya bagus bngt barang nya jga sesuai dengan request,1,0,0,1,1,0
ubur ubur ikan lele bagus promonya leeee,1,0,0,0,1,0
luar biasa produk sesuai pesanan,0,0,0,0,0,0
hp nya ori bagus g da yg cacat tq,1,0,0,0,1,0
bagus sat set banget langsung sampe,1,0,0,0,1,0
bareng dah sampe barang bagus kurirnya ramah tokonya amanah nggak nyesel deh belanja disini,1,0,0,1,1,1
berfungsi dengan baik terimakasih seller,0,0,0,1,0,0
keren barang cepet sampai dan asli,1,0,0,0,0,0
barang original garansi tahun berdasarkan iklan kualitas tidak diragukan lagi pelayanan sayangnya sangat lambat untuk membalas chat harus ditingkatkan lagi dalam,1,0,1,1,1,0
packing rapih pengiriman standar alat berfungsi dengan baik semoga awet,0,0,0,1,0,1
top,0,0,0,0,0,0
bagus,1,0,0,0,1,0
alhamdulillah sudah sampai dan bagus,1,0,0,0,1,0
amann,0,0,0,0,0,1
barang ori garansi resmi oppo spek bagus no repack,1,0,0,0,1,0
keren,0,0,0,0,0,0
bagus,1,0,0,0,1,0
kualitas barang bagus pengiriman cepat,1,0,1,0,1,0
alhamdulillah produk ori brg dtg sesui packing aman banyak bablewrap,0,0,0,0,0,1
maaf baru kasih ulasan barang sampai dengan aman lalu pengiriman lumayan cepat dan barangnya reall original seller pun cepat responsif pokoknya rekomen dah thanks buat sell,1,0,1,1,1,1
asli segel cepet responsif cepet sampe ori resmi indo,1,0,0,1,0,0
bagus,1,0,0,0,1,0
barang bagus dan sesuai riques barang cepat datang,1,0,1,0,1,0
bagus sesuai deskripsi dan pesanan terima kasih,1,0,0,0,1,0
amanahhh banget banget banget tokonya pake kurir dari toko langsung karna takut tapi cepet banget langsung sampe dan aman banget barangnya pas sampe ada ttd nota nya jg makasih ya kaka,0,0,0,0,0,1
bagus hp nya ori,1,0,0,0,1,0
semua yang kumau dari handphone makasih seller makasih kurir yang gesit dan tokopedia,0,0,0,0,0,0
barang original sesuai deskripsi bagusssss,1,0,0,0,1,0
sudah dua kali beli barang apple disini aman sentosaaaa,0,0,0,0,0,1
barang bagus sesuai deskripsi,1,0,0,0,1,0
bagus bangget barangnya,1,0,0,0,1,0
brg ori dan sesuai kodenya mksh ismile,0,0,0,0,0,0
original,1,0,0,0,0,0
bagus,1,0,0,0,1,0
mantab,0,0,0,0,0,0
barang tiba dengan aman pengiriman cekat,0,0,0,0,0,1
sesuai ekspektasi bangett kualitas case nya juga bagus banget sebanding buat di harganya,1,1,0,0,1,0
beli yg ke kali nya,0,0,0,0,0,0
bagus,1,0,0,0,1,0
alhamdulillah sudah xampek ke probolinggo jtm,0,0,0,0,0,0
alhamdulillah dapet harga flash sale walaupun sempet degan karena ada yg scam chat telp ngabarin kalau barangnya tertukar tapi dihiraukan paket datang dgn selamat,0,0,1,0,0,0
barang ori dan resmi,0,0,0,0,0,0
tidak ada kabel casan nya,0,0,0,1,0,0
kameranya gelap tidak cerah komplen dsruh k samsung center ps sampe samsung center tidak bsa krna beli dtiktok buat yg mau beli hp mnding lngsung offline guys krna klo trjdi,0,0,0,1,0,0
barang bagus dan cepat sampai,1,0,1,0,1,0
tabnya baik,0,0,0,1,0,0
barang ori pengiriman aman penjual langganan dan responsip dan kurir nya ramah,0,0,0,1,0,1
barang mendarat dengan selamat,0,0,1,0,0,0
kwalitas packing agak lembut ya hp nya aman dan memang original dikasih ida a sesuai request jg bagus sih cuma khawatir di packaging aja tks,1,0,0,0,1,1
barang sudah sampe garansi resmi dapet tang tam pa a,0,0,0,0,0,0
pengiriman cepat sesuai dengan pesanan ori,0,0,1,0,1,0
wah hpnya ori sekali bagus lancar bisa buat gaming,1,0,0,0,1,0
berfungsi dengan baik semoga awet,0,0,0,1,0,0
barang diterima dengan baik kondisi segel aman,0,0,0,1,0,1
baguss berfungsi dengan baik,1,0,0,1,1,0
barang berfungsi dengan baik pengiriman lumayan cepat,0,0,1,1,1,0
barang ori sesuai pesanan dateng cepet pula next day sii,0,0,0,0,0,0
manstaaaaaaaab,0,0,0,0,0,0
sesuai hp original jos,1,0,0,0,0,0
setelah bulan pemakaian masih berjalan baik dan untuk test tahan air sudah terbukti saya pakai hujan an buat foto dan pernah insiden hp tercelup walau tidak lam,0,0,0,1,0,0
barangnya bagus pengirimannya cepat makasih seller,1,0,1,0,1,0
barang ori sesuai pesanan bagus,1,0,0,0,1,0
pengiriman cepat dan aman,0,0,1,0,1,1
box luarnya ada yg pesok tapi untungnya box hp yg di dalam aman sudah pakai hpnya berjalan dengan baik smoga awet thanks,0,0,0,1,0,1
untuk packing nya kurang safety tolong diperbaiki ya barang elektronik soalnya riskan kalau pengiriman jauh,0,0,0,1,0,0
sesuai pesanan,0,0,0,0,0,0
bagus,1,0,0,0,1,0
barang aman dan sesuai pesanan pengiriman terjaga dan di fragile,0,0,0,0,0,1
barangnya masih tersegel pengiriman tepat semoga awet,0,0,1,0,0,0
qualitas bagus dengan harga yang miring dapat di harga pas diskon lebaran hehe sangat value for money,1,1,0,0,1,0
alhamdulillah ori,0,0,0,0,0,0
barang masih disegel ketika sampai masih ori baterai bagus semua lengkap sesuai pesanan semoga awet puas terimakasih ya,1,0,0,0,1,0
bagus,1,0,0,0,1,0
barang sampai lengkap masih utuh segel nya,0,0,0,0,0,0
oppo the best,0,0,0,0,0,0
barang masih di segel rapih pengirimannya celat barangnya bagus packingnya aman responnya cepat bagus,1,0,1,1,1,1
bagusss banget makasih,1,0,0,0,1,0
paket sampai packaging bagus jaminan aman tidak diragukan lagi kalo sudah official shop,1,0,0,1,1,1
jangan ragu belanja di sini,0,0,0,0,0,0
oppo a dengan harga jt fisik os user friendly banyak aplikasi timbul iklan tapi bisa dihilangkan pengiriman packing lambat packing pelayan,0,0,1,1,1,0
barang pesenan sudah sampe sesuai pesanan pengiriman cepat kurirnya juga ramah makasih amanah selalu ya ka,0,0,1,1,1,1
barang masih segel original bagusss banget sesuai request dpt yg kode pa a mimin nyaa cepat responsif banget pemakaian baru hari aman gaada troble dan kendala semoga aw,1,0,1,1,1,1
makasih ya kak cepat dqn tepat sampai,0,0,1,0,1,0
good device sayangnya storage besar tapi masih usb transfer file lambat banget,0,0,1,1,1,0
alhamdulilah paket sudah datang sangat amanah banget sempat khawatir karena hari sebelum paket datang tiba dapat wa dari penipu ngakunya dari seller untung aja masih,0,0,0,0,0,1
sdh sampai dngn aman,0,0,0,0,0,1
semoga awet,0,0,0,0,0,0
barang sampai dengan aman segel masih rapat dan dus aman pengiriman relatif cepat responsif penjual baik barang ori sesuai deskripsi sdh saya cel sendiri di pitur hp nya,0,0,1,1,1,1
barang diterima dalam kondisi baik lengkap dan masih disegel beberapa hari diterima baru di ulas kualitas layar performa dan kameranya bagus tapi memang untuk batrai,1,0,0,1,1,0
bagus,1,0,0,0,1,0
terima kasih hp berfungsi pengiriman cepat paking aman,0,0,1,0,1,1
barangnya bagus dan sudah orderan ke,1,0,0,0,1,0
barang masih di segel dan baru terimakasih,0,0,0,0,0,0
produk diterima baik dan berfungsi dengan baik bagus,1,0,0,1,1,0
diterima dg baik packing super aman sudah di setting sm anakku berfungsi dg baik maaf lupa kefoto sudah dipakai anakku terimakasih banyak seller tokopedia jne,0,0,0,1,0,1
bagus,1,0,0,0,1,0
barang original,1,0,0,0,0,0
barang nya bagus prngiriman cepat,1,0,1,0,1,0
barang masih disegel,0,0,0,0,0,0
semoga awet di saya,0,0,0,0,0,0
thank you barang sampai dan berfungsi dgn baik,0,0,0,1,0,0
berfungsi dengan baik mudah mudah awet sukses selalu poco indonesia,0,0,0,1,0,0
baguss cuy walaupun sampe nya agak lambat tapi wow,1,0,1,1,1,0
belum dicoba kl bagus ntar update smg bagus berkualitas made in indonesia walau mungkin cuma rakitnya smg saja juga produksi komponen nya juga cuma tokonya tdk cetak alam,1,0,0,0,1,0
sipp,0,0,0,0,0,0
barang original poul masih dibungkus n segel hp nya bagus sesuai picture rekomendasi juragan yg ini dah sukses terus amanah terus bravo maaf ya durasi vi,1,0,0,0,1,1
pesanan sampai dalam waktu yang tepat,0,0,1,0,0,0
barang sangat bagus pengiriman sangat cepat,1,0,1,0,1,0
sampe dgn aman,0,0,0,0,0,1
sangat merugikan,0,0,0,0,0,0
proteksi pengiriman respons cepat,0,0,1,1,1,0
barang sampai dengan aman original pastinya garansi resmi sudah lambat pakai produk xiaomi dari awal mic redmi note pro redmi dijual prangkatnya reno poc,1,0,1,1,1,1
fisik sesuai pesanan dapat kepala charger free dan pengiriman lumayan cepat ke daerah terimakasih,0,0,1,0,1,0
alhamdulillah sampe tes antutu mode ultimate tembus dong angka segitu,0,0,0,0,0,0
mantapss min terima kasih,1,0,0,0,0,0
barang bagus sesuai deskripsi seller cepat responsif terimakasih buat semua yang bersangkutan dengan tokopedia,1,0,1,1,1,0
sip bagus sesuai deskripsi,1,0,0,0,1,0
barang bagus joss sesuai pesanan dan keren dapat cas,1,0,0,0,1,0
mau order lagi,0,0,0,0,1,0
pengirimannnya asli,1,0,0,0,0,0
barang sesuai pesanan pengemasan nya juga rapih banget semoga awet ya hpnya,0,0,0,0,0,1
sekelas beli hp seller gk ada responsif sudah dikasih catatan wajib di terima oleh yang bersangkutan dan foto malah di taro disembarang tempat ini barang mahal bos bukan k,0,1,0,1,0,0
alhamdulillah paket hp nya sudah sampai kondisi barang baik dan bagus pengemasan dan pengiriman sangat baik terimakasih,1,0,0,1,1,0
mntb,0,0,0,0,0,0
aseli gokil ngap performanya dibuat rata kanan hp lain sudah ky kompor ini cuma anget dikit,0,0,0,0,0,0
baik,0,0,0,1,0,0
barang nya bagus dan sesuai dengan yang di promosikan,1,0,0,0,1,0
alhmdulillah sesuai ekspektasi kedua kalinya beli hp lwt online,0,0,0,0,0,0
barang sudah terima bagus cepat,1,0,1,0,1,0
saya terima paket hape xiaomi redmi note dengan kondisi sempurna sesuai expectasi terimakasih me store,0,0,0,0,0,0
barang original next mau beli lagi disini,1,0,0,0,1,0
barang nya sudah sampai dengan selamat dan dpt harga murah admin nya responsif packingan nya juga tebal terimakasiii banyak seller,0,1,1,1,0,0
aman,0,0,0,0,0,1
hpnya lumayan panas tidak tau kenapa padahal baru dan garansi resmi selain itu semuanya bagus dan aman,1,0,0,1,1,1
bagusss,1,0,0,0,1,0
bagus pokonya sesuai sama pesanan,1,0,0,0,1,0
bagus kualitasnya sudah dicoba tidak ada kendala,1,0,0,1,1,0
barang sudah sampe dan berfungsi,0,0,0,0,0,0
bagus,1,0,0,0,1,0
realpick hp baru mulus tidak mengecewakan,0,0,0,1,0,0
real pick,0,0,0,0,0,0
alhamdulillah sampai juga bagus ori,1,0,0,0,1,0
barangnya sangat bagus sesuai dengan deskripsi penjual juga cukup ramah dan responsif dalam melayani pengiriman cepat dan barang sampai dalam kondisi aman sangat pua,1,0,1,1,1,1
bagus,1,0,0,0,1,0
